+-------+-------+-------+----------+-------+-------+-------+-------+--------+------------+------------+---------------+------------+--------+-----------------------------------------------------+
| COUNT |  MIN  |  MAX  |   SUM    |  AVG  |  P1   |  P50  |  P99  | STDDEV | MIN(BODY)  | MAX(BODY)  |   SUM(BODY)   | AVG(BODY)  | METHOD |                         URI                         |
|     4 | 0.206 | 0.656 |    1.945 | 0.486 | 0.206 | 0.488 | 0.595 |  0.173 |   2917.000 |   2921.000 |     11676.000 |   2919.000 | GET    | /history/3662                                       |
|     6 | 0.087 | 0.662 |    2.142 | 0.357 | 0.087 | 0.333 | 0.393 |  0.171 |   2908.000 |   2912.000 |     17464.000 |   2910.667 | GET    | /history/3628                                       |
|     2 | 0.551 | 0.666 |    1.217 | 0.609 | 0.551 | 0.551 | 0.551 |  0.057 |   2910.000 |   2910.000 |      5820.000 |   2910.000 | GET    | /history/3650                                       |
|    59 | 0.004 | 0.672 |   10.211 | 0.173 | 0.004 | 0.158 | 0.497 |  0.128 | 252364.000 | 252395.000 |  14890104.000 | 252374.644 | GET    | /icons/3f6591acbf1577185cd7c674f0ec36efcc9c4970.png |
|    36 | 0.065 | 0.678 |    8.543 | 0.237 | 0.065 | 0.192 | 0.577 |  0.129 | 111851.000 | 111883.000 |   4027680.000 | 111880.000 | GET    | /icons/8aa90058ae2ca9c39b63de8bceef53e2d3a6d80c.png |
|    55 | 0.059 | 0.695 |   13.029 | 0.237 | 0.059 | 0.211 | 0.621 |  0.124 | 294742.000 | 294781.000 |  16211218.000 | 294749.418 | GET    | /icons/ba2d2384f825a83862f3b61302468b2e07f0a0f7.png |
|     2 | 0.252 | 0.695 |    0.947 | 0.473 | 0.252 | 0.252 | 0.252 |  0.221 |   2901.000 |   2901.000 |      5802.000 |   2901.000 | GET    | /history/3686                                       |
|     2 | 0.513 | 0.701 |    1.214 | 0.607 | 0.513 | 0.513 | 0.513 |  0.094 |   2911.000 |   2911.000 |      5822.000 |   2911.000 | GET    | /history/3685                                       |
|     6 | 0.144 | 0.722 |    2.243 | 0.374 | 0.144 | 0.312 | 0.386 |  0.174 |   2916.000 |   2919.000 |     17508.000 |   2918.000 | GET    | /history/3684                                       |
|    10 | 0.005 | 0.729 |    2.385 | 0.238 | 0.005 | 0.104 | 0.668 |  0.247 | 115571.000 | 115578.000 |   1155723.000 | 115572.300 | GET    | /icons/02be8cdc86437df99c6cdcfb47c52f1085d92b1a.png |
|     1 | 0.736 | 0.736 |    0.736 | 0.736 | 0.736 | 0.736 | 0.736 |  0.000 |   1321.000 |   1321.000 |      1321.000 |   1321.000 | GET    | /profile/minami_meisa                               |
|    31 | 0.228 | 0.750 |   15.019 | 0.484 | 0.228 | 0.490 | 0.716 |  0.132 |   2896.000 |   2909.000 |     89980.000 |   2902.581 | GET    | /history/3613                                       |
|    22 | 0.051 | 0.774 |    4.187 | 0.190 | 0.051 | 0.132 | 0.631 |  0.170 | 288370.000 | 288401.000 |   6344414.000 | 288382.455 | GET    | /icons/b1af7d150304a3dde8c139a544db8cdb4571d690.png |
|     4 | 0.314 | 0.777 |    2.115 | 0.529 | 0.314 | 0.395 | 0.629 |  0.184 |   2900.000 |   2902.000 |     11604.000 |   2901.000 | GET    | /history/3697                                       |
|     4 | 0.200 | 0.788 |    1.998 | 0.499 | 0.200 | 0.393 | 0.617 |  0.223 |   2908.000 |   2912.000 |     11640.000 |   2910.000 | GET    | /history/3621                                       |
|     2 | 0.425 | 0.788 |    1.213 | 0.607 | 0.425 | 0.425 | 0.425 |  0.182 |   2904.000 |   2904.000 |      5808.000 |   2904.000 | GET    | /history/3681                                       |
|     1 | 0.793 | 0.793 |    0.793 | 0.793 | 0.793 | 0.793 | 0.793 |  0.000 |   1328.000 |   1328.000 |      1328.000 |   1328.000 | GET    | /profile/yamanaka_natsuki                           |
|    28 | 0.254 | 0.797 |   13.849 | 0.495 | 0.254 | 0.453 | 0.719 |  0.148 |   2905.000 |   2918.000 |     81494.000 |   2910.500 | GET    | /history/3678                                       |
|    41 | 0.010 | 0.808 |    5.395 | 0.132 | 0.010 | 0.059 | 0.413 |  0.154 | 688118.000 | 688141.000 |  28213207.000 | 688127.000 | GET    | /icons/c192f5cb12a1e37d0e5ada0c2fa5335d016b912c.png |
|   324 | 0.016 | 0.821 |   44.984 | 0.139 | 0.018 | 0.117 | 0.497 |  0.094 |      0.000 | 203942.000 |  65663296.000 | 202664.494 | GET    | /icons/f66cf18995c7be8ca7f490210a15b80c35197347.png |
|    20 | 0.272 | 0.852 |    9.575 | 0.479 | 0.272 | 0.434 | 0.674 |  0.138 |   2905.000 |   2914.000 |     58180.000 |   2909.000 | GET    | /history/3629                                       |
|     1 | 0.859 | 0.859 |    0.859 | 0.859 | 0.859 | 0.859 | 0.859 |  0.000 |   1329.000 |   1329.000 |      1329.000 |   1329.000 | GET    | /profile/shimoda_ayako                              |
|     2 | 0.504 | 0.865 |    1.369 | 0.684 | 0.504 | 0.504 | 0.504 |  0.180 |   2913.000 |   2913.000 |      5826.000 |   2913.000 | GET    | /history/3690                                       |
|    34 | 0.049 | 0.878 |    5.137 | 0.151 | 0.049 | 0.126 | 0.290 |  0.139 | 127953.000 | 127968.000 |   4350519.000 | 127956.441 | GET    | /icons/37cb504a993a882fb7bae384f0a518cae7ff97b5.png |
|     1 | 0.887 | 0.887 |    0.887 | 0.887 | 0.887 | 0.887 | 0.887 |  0.000 |   1329.000 |   1329.000 |      1329.000 |   1329.000 | GET    | /profile/kuramochi_ryuuji                           |
|    62 | 0.006 | 0.933 |    5.982 | 0.096 | 0.006 | 0.056 | 0.406 |  0.134 | 207873.000 | 207896.000 |  12888448.000 | 207878.194 | GET    | /icons/8cbe874a2eac5b9e665add295160d36c56be5df5.png |
|   329 | 0.008 | 0.940 |   33.779 | 0.103 | 0.010 | 0.082 | 0.429 |  0.096 |      0.000 | 344819.000 | 113096801.000 | 343759.274 | GET    | /icons/164a720f716d0b01e6c66cb53a8d1367aaf4fc42.png |
|    71 | 0.080 | 1.000 |   25.030 | 0.353 | 0.080 | 0.315 | 0.986 |  0.184 | 399745.000 | 399776.000 |  28382513.000 | 399753.704 | GET    | /icons/f8a9d2d65300689fdbf9688a05045f56c122bc16.png |
|     3 | 0.712 | 1.075 |    2.550 | 0.850 | 0.712 | 0.712 | 0.763 |  0.160 |   7800.000 |   8647.000 |     24850.000 |   8283.333 | GET    | /history/2                                          |
|     2 | 0.329 | 1.115 |    1.444 | 0.722 | 0.329 | 0.329 | 0.329 |  0.393 |   2910.000 |   2910.000 |      5820.000 |   2910.000 | GET    | /history/3645                                       |
|    56 | 0.005 | 1.119 |    6.112 | 0.109 | 0.005 | 0.051 | 0.470 |  0.171 | 430779.000 | 430818.000 |  24124415.000 | 430793.125 | GET    | /icons/d9efb5732e0ee53618bd10d2ddc5a6b33edc4751.png |
|    49 | 0.028 | 1.153 |    8.549 | 0.174 | 0.028 | 0.117 | 0.821 |  0.187 | 103187.000 | 103218.000 |   5056567.000 | 103195.245 | GET    | /icons/c434098fec37fd0d2c1e646d104220f6ffabbea7.png |
|   105 | 0.004 | 1.177 |   12.211 | 0.116 | 0.004 | 0.067 | 0.692 |  0.158 | 682455.000 | 682487.000 |  71659800.000 | 682474.286 | GET    | /icons/78a9228a393eb2621f346fc6a5e099d5bc373f76.png |
|   101 | 0.017 | 1.206 |   10.931 | 0.108 | 0.017 | 0.078 | 0.500 |  0.138 | 381269.000 | 381300.000 |  38510262.000 | 381289.723 | GET    | /icons/61463cd868570a29cc1b74232000e84d3276e315.png |
|    56 | 0.005 | 1.228 |    9.019 | 0.161 | 0.005 | 0.125 | 0.487 |  0.164 | 149683.000 | 149715.000 |   8383963.000 | 149713.625 | GET    | /icons/6b88bb2c190da9e6cd9e704c45bf1d52ad107348.png |
|    98 | 0.084 | 1.239 |   27.459 | 0.280 | 0.084 | 0.241 | 0.925 |  0.167 | 330075.000 | 330114.000 |  32348195.000 | 330083.622 | GET    | /icons/4222f36590fbd90f9b7179efaa582ae51c777c52.jpg |
|     4 | 0.682 | 1.316 |    3.752 | 0.938 | 0.682 | 0.743 | 1.011 |  0.251 |   8792.000 |   8871.000 |     35317.000 |   8829.250 | GET    | /history/6                                          |
|    10 | 0.022 | 1.335 |    2.478 | 0.248 | 0.022 | 0.099 | 0.275 |  0.373 |   1098.000 |   1109.000 |     11044.000 |   1104.400 | GET    | /channel/3613                                       |
|     2 | 1.103 | 1.360 |    2.463 | 1.232 | 1.103 | 1.103 | 1.103 |  0.129 |   8489.000 |   8892.000 |     17381.000 |   8690.500 | GET    | /history/3                                          |
|     2 | 0.008 | 1.427 |    1.435 | 0.718 | 0.008 | 0.008 | 0.008 |  0.710 |   8735.000 |   8764.000 |     17499.000 |   8749.500 | GET    | /history/5                                          |
|   347 | 0.002 | 1.558 |   24.902 | 0.072 | 0.004 | 0.045 | 0.385 |  0.107 |  91636.000 |  91666.000 |  31801845.000 |  91647.968 | GET    | /icons/1d76784a308ce4cabc26ee143e6be5ac64eaa494.png |
|    57 | 0.008 | 1.608 |    8.822 | 0.155 | 0.008 | 0.055 | 1.422 |  0.302 | 142622.000 | 142653.000 |   8129833.000 | 142628.649 | GET    | /icons/512b284bbcc00e73735b15619527e34087e4276d.png |
|    56 | 0.018 | 1.610 |   12.926 | 0.231 | 0.018 | 0.127 | 1.431 |  0.288 | 328332.000 | 328371.000 |  18387167.000 | 328342.268 | GET    | /icons/b1c8c5bc9b026507ae62e6bf62cf55f70f4ac3d8.png |
|    60 | 0.024 | 1.615 |   10.235 | 0.171 | 0.024 | 0.118 | 0.873 |  0.221 | 312831.000 | 312862.000 |  18770983.000 | 312849.717 | GET    | /icons/d596eb3cfed2cf248053397eb623fc560917d0c9.png |
|    10 | 0.748 | 1.651 |   11.057 | 1.106 | 0.748 | 1.084 | 1.294 |  0.245 |      0.000 |   9174.000 |     74555.000 |   7455.500 | GET    | /history/9                                          |
|    49 | 0.011 | 1.658 |    6.320 | 0.129 | 0.011 | 0.056 | 0.497 |  0.244 | 329172.000 | 329210.000 |  16129594.000 | 329175.388 | GET    | /icons/ec48374ca1b2693ca643041659fb8372c72d1ddd.png |
|    55 | 0.002 | 1.665 |    7.499 | 0.136 | 0.002 | 0.068 | 1.214 |  0.264 | 559665.000 | 559688.000 |  30782519.000 | 559682.164 | GET    | /icons/0614f0cea1b70fb71b4c3b88545a42327157a41e.jpg |
|    54 | 0.003 | 1.681 |    6.240 | 0.116 | 0.003 | 0.065 | 0.355 |  0.225 | 437311.000 | 437350.000 |  23615559.000 | 437325.167 | GET    | /icons/7598595abd317f5ae637300a27f95e3c700376a7.png |
|   106 | 0.001 | 1.688 |    9.037 | 0.085 | 0.001 | 0.044 | 0.446 |  0.178 | 367242.000 | 367280.000 |  38928453.000 | 367249.557 | GET    | /icons/e7ae0e65a2deb1f89a1f82dfc713c787cf2a5233.png |
|    52 | 0.008 | 1.691 |    5.817 | 0.112 | 0.008 | 0.054 | 0.558 |  0.240 | 202555.000 | 202594.000 |  10533959.000 | 202576.135 | GET    | /icons/9ffcd7cee7e5947b204db47c5738150e09e685e1.png |
|   318 | 0.004 | 1.721 |   25.202 | 0.079 | 0.005 | 0.046 | 0.558 |  0.128 |      0.000 | 478651.000 | 151723241.000 | 477117.110 | GET    | /icons/8e4c19ddf58b761c97bbfcf7e6279f0c793c4156.png |
|    54 | 0.006 | 1.758 |   12.205 | 0.226 | 0.006 | 0.177 | 0.911 |  0.249 | 490132.000 | 490147.000 |  26467658.000 | 490141.815 | GET    | /icons/541bd3a853096f172a2d87898ed47a97ba1da1ee.png |
|   310 | 0.003 | 1.766 |   20.865 | 0.067 | 0.004 | 0.037 | 0.322 |  0.118 |      0.000 | 252935.000 |  78149793.000 | 252096.106 | GET    | /icons/1ce0c4ff504f19f267e877a9e244d60ac0bf1a41.png |
|    57 | 0.021 | 1.784 |    9.011 | 0.158 | 0.021 | 0.087 | 0.718 |  0.253 | 378638.000 | 378661.000 |  21583352.000 | 378655.298 | GET    | /icons/cc70e74a366a09da57f028a4317043d40e48afcc.png |
|    57 | 0.016 | 1.792 |   12.556 | 0.220 | 0.016 | 0.147 | 1.076 |  0.270 | 673597.000 | 673629.000 |  38396050.000 | 673614.912 | GET    | /icons/f0a6a8334e2b9b3f49c39ce35a19a2d20e648aab.png |
|    56 | 0.010 | 1.800 |    8.101 | 0.145 | 0.010 | 0.080 | 0.478 |  0.241 | 423330.000 | 423368.000 |  23707524.000 | 423348.643 | GET    | /icons/2917ace8d8d4e5e1df4e4ce8f6bf03c1fb9ab162.png |
|   318 | 0.006 | 1.805 |   34.715 | 0.109 | 0.013 | 0.074 | 0.441 |  0.147 |      0.000 | 295337.000 |  93621322.000 | 294406.673 | GET    | /icons/bde120814720fb3bee14f415b4001305868df456.png |
|    81 | 0.005 | 1.841 |   10.267 | 0.127 | 0.005 | 0.049 | 1.679 |  0.292 | 235864.000 | 235895.000 |  19106604.000 | 235884.000 | GET    | /icons/8628ef0f034d734729e3a735362e6008b30bb72b.png |
|    61 | 0.017 | 2.014 |   10.074 | 0.165 | 0.017 | 0.107 | 0.801 |  0.266 | 371675.000 | 371690.000 |  22673063.000 | 371689.557 | GET    | /icons/d6ad2e7df048b8691a8223482adf654ae03376af.png |
|     7 | 0.926 | 2.024 |   10.138 | 1.448 | 0.926 | 1.330 | 1.986 |  0.379 |   8159.000 |   8772.000 |     58375.000 |   8339.286 | GET    | /history/8                                          |
|    57 | 0.068 | 2.100 |   16.916 | 0.297 | 0.068 | 0.231 | 0.837 |  0.275 | 769306.000 | 769345.000 |  43851615.000 | 769326.579 | GET    | /icons/5e981ef46ec0f47bdc2f188673325b85078f5235.png |
|    53 | 0.201 | 2.101 |   58.151 | 1.097 | 0.201 | 1.089 | 1.934 |  0.443 |      0.000 |   8925.000 |    395454.000 |   7461.396 | GET    | /history/3642                                       |
|     4 | 0.235 | 2.127 |    3.347 | 0.837 | 0.235 | 0.484 | 0.501 |  0.752 |   2909.000 |   2910.000 |     11638.000 |   2909.500 | GET    | /history/3659                                       |
| 32682 | 0.001 | 2.159 | 1633.199 | 0.050 | 0.002 | 0.028 | 0.340 |  0.076 |      0.000 |     32.000 |     72966.000 |      2.233 | GET    | /fetch                                              |
|    53 | 0.002 | 2.327 |   12.114 | 0.229 | 0.002 | 0.062 | 1.839 |  0.475 | 217482.000 | 217520.000 |  11526937.000 | 217489.377 | GET    | /icons/e01bb3e44b4b80c34168091f7aa3ce083b31add1.png |
|    47 | 0.011 | 2.350 |    9.202 | 0.196 | 0.011 | 0.076 | 1.114 |  0.368 | 434120.000 | 434151.000 |  20403844.000 | 434124.340 | GET    | /icons/c2d161d74b4e6b6541974a473bf0a9dfb01579dd.png |
|    45 | 0.254 | 2.359 |   51.018 | 1.134 | 0.254 | 1.088 | 2.204 |  0.456 |      0.000 |   9474.000 |    362695.000 |   8059.889 | GET    | /history/10                                         |
|     2 | 0.574 | 2.403 |    2.977 | 1.488 | 0.574 | 0.574 | 0.574 |  0.914 |   2912.000 |   2912.000 |      5824.000 |   2912.000 | GET    | /history/3614                                       |
|    51 | 0.009 | 2.422 |   14.936 | 0.293 | 0.009 | 0.198 | 1.717 |  0.406 | 228076.000 | 228100.000 |  11632757.000 | 228093.275 | GET    | /icons/ae8893170459dc68063b942c49cc0b2be78f6b47.png |
|  2218 | 0.002 | 2.422 |  263.211 | 0.119 | 0.012 | 0.076 | 0.700 |  0.159 |      0.000 |      0.000 |         0.000 |      0.000 | POST   | /message                                            |
|     3 | 0.012 | 2.424 |    3.050 | 1.017 | 0.012 | 0.012 | 0.614 |  1.025 |   2904.000 |   2909.000 |      8722.000 |   2907.333 | GET    | /history/3700                                       |
|   327 | 0.005 | 2.448 |   51.949 | 0.159 | 0.018 | 0.134 | 0.506 |  0.161 |      0.000 | 115195.000 |  37551820.000 | 114837.370 | GET    | /icons/158fa9df919970ac8bc3bc2724ed5b02fe30968d.png |
|    54 | 0.057 | 2.458 |   12.350 | 0.229 | 0.057 | 0.138 | 1.319 |  0.359 | 236438.000 | 236470.000 |  12768752.000 | 236458.370 | GET    | /icons/6e7908eacdf1817989ed98b8ed979a4f49ad60c2.png |
|    57 | 0.006 | 2.528 |   13.492 | 0.237 | 0.006 | 0.171 | 0.894 |  0.335 | 428705.000 | 428728.000 |  24436648.000 | 428713.123 | GET    | /icons/b4f9effc4d9e86b58b271f5652b51dd997036d43.png |
|     2 | 0.420 | 2.701 |    3.121 | 1.560 | 0.420 | 0.420 | 0.420 |  1.141 |   2903.000 |   2903.000 |      5806.000 |   2903.000 | GET    | /history/3667                                       |
|   160 | 0.001 | 2.732 |   65.481 | 0.409 | 0.001 | 0.335 | 1.773 |  0.348 |      0.000 |     25.000 |       250.000 |      1.562 | POST   | /profile                                            |
|    16 | 0.001 | 3.377 |    8.322 | 0.520 | 0.000 | 0.016 | 2.027 |  0.938 |      0.000 |   9311.000 |     92495.000 |   5780.938 | GET    | /history/1                                          |
|     2 | 3.265 | 4.252 |    7.517 | 3.758 | 3.265 | 3.265 | 3.265 |  0.493 | 229593.000 | 229593.000 |    459186.000 | 229593.000 | GET    | /icons/2c2a77a7cee8c3b469d82139f788ab14b40de4b3.png |
|     2 | 2.480 | 4.997 |    7.477 | 3.739 | 2.480 | 2.480 | 2.480 |  1.258 |  86621.000 |  86621.000 |    173242.000 |  86621.000 | GET    | /icons/61eb40fe021cba4208e9caf5a69d6566b79fed61.png |
|   479 | 0.028 | 7.821 |  799.159 | 1.668 | 0.001 | 1.429 | 5.654 |  1.423 |      0.000 |  53893.000 |   8891920.000 |  18563.507 | GET    | /message                                            |
+-------+-------+-------+----------+-------+-------+-------+-------+--------+------------+------------+---------------+------------+--------+-----------------------------------------------------+
